name,lat,lon,population,alternate_names
Freiburg,47.9959,7.85222,215966,"Frajburg,Frajburg-im-Brajsgau,Freiburg,Freiburg im Breisgau,Fribourg-en-Brisgau,Friburg de Brisgovia,Friburg de Brisgòvia,Friburgo de Brisgovia,Friburgo in Brisgovia,Fryburg Bryzgowijski,Phraimpournk,QFB,fraybwrg,fraybwrgh,fu lai bao,furaiburuku,Φράιμπουργκ,Фрайбург,Фрайбург-им-Брайсгау,Фрајбург,فرايبورغ,فرایبورگ,フライブルク,弗莱堡"
Erfurt,50.97734,11.03536,213692,"ERF,Ehrfurt,Erfesfurt [a. 1144],Erfordia,Erfurt,Erfurtas,Erfurte,Erfurti,Erfurto,Erpesforth [a. 1133],Erphesfurt [a. 742],Erphord [a. 1210],Erphourte,Erpisfurt,Erpsfordia [a. 1222],Erpsfurd [a. 1196],Jarobrod,ai er fu te,airapharata,arfwrt,ayrfrt,ayrfrٹ,eafuruto,eleupuleuteu,erapharta,eraphurta,Érfurt,ʿeriፉriti,Ερφούρτη,Ерфурт,Эрфурт,ארפורט,ערפורט,إرفورت,ارفرٹ,ارفورت,ایرفرت,ایرفرٹ,एरफर्ट,एरफुर्ट,এরফার্ট,ਐਰਫਰਟ,แอร์ฟูร์ท,ერფურტი,ኤርፉርት,エアフルト,埃尔福特,에르푸르트"
Lübeck,53.86893,10.68729,212207,"LBC,Libek,Libeka,Limpek,Liubekas,Ljubek,Lubeca,Lubecca,Lubeck,Lubeck Hansestadt,Lubeka,Lubeko,Lubëcca,Luebeca,Luebeck,Lybeku,Lyypekki,Lübeca,Lübeck,Lübeck Hansestadt,Lībeka,lu bei ke,lux bekh,lwbk,lwbyk,lwibekeu,lybq,lyubeka,ryubekku,Λίμπεκ,Либек,Любек,ליבק,لوبك,لوبيك,لوبک,ल्युबेक,ลือเบค,ლიუბეკი,リューベック,吕贝克,뤼베크"
Hagen,51.36081,7.47168,198972,"Hagen,Khagen,ZEY,hagen,hageni,haghn,hagn,hajn,hajyn,Хаген,حاجین,حاگن,هاجن,هاغن,ہagn,ہاگن,ჰაგენი,ハーゲン"
Rostock,54.0887,12.14049,198293,"RLG,Roshhok,Roshtok,Rostak,Rostochium,Rostock,Rostok,Rostoka,Rostokas,Roztok,loseutokeu,luo si tuo ke,rosutokku,rwstwk,rwstwq,rxs thxkh,Ρόστοκ,Ростак,Росток,Рошток,Рощок,רוסטוק,روستوك,روستوک,روسٹاک,รอสทอค,როსტოკი,ロストック,罗斯托克,로스토크"
Kassel,51.31667,9.5,194501,"Cassala,Cassel,Castellum,Chasalla [a. 913],KSF,Kasel,Kasel',Kasele,Kaseli,Kaselis,Kaselo,Kassel,Kassel',ka sai er,ka sai er shi,kasel,kasl,kasseru,khas seil,kysl,Κάσσελ,Касел,Касель,Кассель,קאסל,كاسل,کاسل,کیسل,คัสเซิล,კასელი,カッセル,卡塞尔,卡塞爾市,카셀"
Potsdam,52.39886,13.06566,182112,"Poczdam,Podstupim,Postupim,Potsdam,Potsdamo,Poztupimi,bo ci tan,bwtsdam,patasadama,pocheudam,potasadama,potsadaima,potsudamu,ptsdam,pwtsdam,pwtsdm,pwٹsڈam,Πότσδαμ,Потсдам,פוטסדאם,פוטסדם,بوتسدام,پتسدام,پوتسدام,پوٹسڈام,पॉट्सडैम,পটসডাম,ਪੋਟਸਡਾਮ,ፖtisidaም,ፖትስዳም,ポツダム,波茨坦,포츠담"
Saarbrücken,49.23262,7.00982,179349,"SCN,Saarbrecken,Saarbrigge,Saarbrjuken,Saarbrjukken,Saarbrucken,Saarbruecken,Saarbruekken,Saarbruken,Saarbrécken,Saarbrücken,Saarbrükken,Saarmpryken,Saravipons,Sarbriken,Sarbriukenas,Sarbruch,Sarbrukeno,Sarebryken,Sarrebruck,Sarëbryken,Sárbrúch,Zaarbruekken,Zaarbrükken,Zarbrikene,Zārbrikene,jaleubeulwiken,jarabryukana,sa er bu lu ken,sar brkn,sar brukhkhein,sarabarukana,sarabrukena,sarbrkn,sarbrwkn,saribirukeni,sha bo qin,zarbrwkn,zaruburyukken,Σααρμπρύκεν,Саарбрукен,Саарбрюкен,Саарбрюккен,Сарбрикен,Սաարբրյուքեն,זארבריקן,زاربروکن,سار برکن,ساربروكن,ساربروکن,ساربرکن,जारब्र्युकन,सारब्रुकेन,সারব্রুকেন,ਸਾਰਬਰੂਕਨ,ซาร์บรึคเคิน,ზაარბრიუკენი,ሳርብሩከን,ザールブリュッケン,沙卜勤,萨尔布吕肯,薩爾布呂肯,자르브뤼켄"
Hamm,51.68033,7.82089,178967,"Gamm,Hamas,Hamm,Hammona,Hamo,Kham,Khamm,ha mu,ham,hami,hamu,Гамм,Хам,Хамм,هام,ہام,ჰამი,ハム,哈姆,함"
Herne,51.5388,7.22572,172108,"Gerne,Herne,Hernė,Kherne,Kherneh,hei er ne,heleune,herne,herune,hrnh,hyrnh,Герне,Херне,Хернэ,هرنه,هيرنه,ہرنے,ჰერნე,ヘルネ,黑尔讷,헤르네"
Mülheim,51.43218,6.87967,170921,"Milchaim,Mjul'khajm-na-Rure,Moelm,Moeln,Muelheim,Muelheim (Ruhr),Muelheim an der Ruhr,Mulheim,Mulheim-on-Ruhr,Mölm,Möln,Mülheim,Mülheim (Ruhr),Mülheim an der Ruhr,Mülheim-on-Ruhr,ZOO,Μιλχάιμ,Мюльхайм-на-Руре,מילהיים על הרוהר"
Harburg,53.46057,9.98388,169221,"Bezirk Harburg,Bezirk Horborg,Distretto di Harburg,Districte dHarburg,Hambourg-Harburg,Hamburg-Harburg,Hamburgo-Harburgo,Harburg,Harburg an Elbe,Horborg,Kharburg,han bao qu,Харбург,汉堡区"
Osnabrück,52.27264,8.0498,166462,"Asnabruk,Osnabrik,Osnabrika,Osnabriukas,Osnabrjuk,Osnabruck,Osnabrueck,Osnabruga,Osnabrugensis,Osnabruko,Osnabrück,Ossenbruegge,Ossenbrügge,ao si na bu lu ke,asnabrwk,awsnabrwk,oseunabeulwikeu,osunaburyukku,Аснабрук,Оснабрик,Оснабрюк,אוסנבריק,أسنابروك,اسنابروک,اوسنابروک,ოსნაბრიუკი,オスナブリュック,奥斯纳布吕克,오스나브뤼크"
Neukölln,52.47719,13.43126,164636,"Berlin-Neukoelln,Berlin-Neukölln,Neukoelln,Neukölln"
Solingen,51.17343,7.0845,164359,"Solich,Solingen,ZIO,Zolin'nken,Zolingen,Zolingenas,Zolingene,jolling-gen,so ling ngein,suo lin gen,swlngn,zolingeni,zoringen,zwlynghn,zwlyngn,Ζόλινγκεν,Золинген,Золінген,זולינגן,زولينغن,زولینگن,سولنگن,โซลิงเงิน,ზოლინგენი,ゾーリンゲン,索林根,졸링겐"
Ludwigshafen am Rhein,49.48121,8.44641,163196,"Liudvigshafenas prie Reino,Ljudvigsgafen-na-Rejni,Ljudvigskhafen-na-Rejne,Lountvichschafen,Ludovici Portus Rhenanus,Ludvigskhafen,Ludvigskhafen na Rajni,Ludwichshafe,Ludwigshafen,Ludwigshafen am Rhein,Ludwigshafen sul Reno,Luedviqshafen,Lüdviqshafen,lu de wei xi gang,ludaviksahaphena,luteubihiseuhapen,lwdfyghshafn,lwdwygshafn,rainis ludvigshapeni,rutovuihhisuhafen,rutovuihisuhafen,Λουντβιχσχάφεν,Лудвигсхафен,Лудвигсхафен на Рајни,Людвигсхафен-на-Рейне,Людвіґсгафен-на-Рейні,לודוויגסהאפן,لودفيغسهافن,لودویگسهافن,لڈوگشافن,लुडविक्सहाफेन,რაინის ლუდვიგსჰაფენი,ルートヴィッヒスハーフェン,ルートヴィヒスハーフェン,路德维希港,루트비히스하펜"
Leverkusen,51.0303,6.98432,162738,"Laevverkuuse,Leberkouzen,Leverkusen,Leverkuzen,Leverkuzenas,Leverkuzene,Leverkūzene,Lävverkuuse,Lėverkuzenas,ZOA,lbrqwzn,le fexr khu sein,lebeokujen,lei wo ku sen,lwrkwzn,lyfrkwzn,lywrkwsn,rebakuzen,Λεβερκούζεν,Леверкузен,לברקוזן,لورکوزن,ليفركوزن,لیورکوسن,เลเฟอร์คูเซิน,ლევერკუზენი,レバークーゼン,勒沃库森,레버쿠젠"
Oldenburg,53.14039,8.21479,159218,"Aldenboarch,Aldinborg,Byen Oldenburg,Ol'dehnburg,Ol'denburg,Oldemburgh,Oldemburgo,Oldenboerj,Oldenbourg,Oldenburg,Oldenburg (Oldenburg),Oldenburgas,Oldenburgo,Oldenburgum,Oldenbörj,Ollnborg,Ooldenbuurich,ao er deng bao,awldnbwrg,awldnbwrgh,oldenbuleukeu,oldenburgi,orudenburuku,Олденбург,Ольденбург,Ольдэнбург,Өльдэнбург,אולדנבורג,أولدنبورغ,اولدنبورگ,اولڈنبرگ,ოლდენბურგი,オルデンブルク,奥尔登堡,올덴부르크"
Kreuzberg,52.49973,13.40338,153135,"Berlin-Kreuzberg,Kreizberg,Kreuzberg,Krojcberg,Mons Crucis,ke luo yi ci bei ge,krayetsaberga,qrwyzbrg,Кройцберг,קרויצברג,ক্রয়েৎসবের্গ,克罗伊茨贝格"
Neuss,51.19807,6.68504,152457,"Neuss,Neuß,Noisas,Nojs,Novaesium,Nuess,Nueuess,Nuus,Nüss,Nüüß,noiseu,noisi,noisu,nuo yi si,nwys,nyws,Нойс,Нојс,نويس,نویس,نیوس,ნოისი,ノイス,诺伊斯,노이스"
Prenzlauer Berg,52.53878,13.42443,148878,"Prenclauehr-Berg,Prenclauer-Berg,pu lun ci lao bei ge,Пренцлауер-Берґ,Пренцлауэр-Берг,פרנצלאואר ברג,プレンツラウアー・ベルク,普伦茨劳贝格"
Heidelberg,49.40768,8.69079,143345,"Chaidelvergi,Edelberga,Gajdel'berg,Gejdehl'berg,Gejdel'berg,HDB,Haidlbaersch,Haidlbärsch,Hajdelberg,Hajdelbergo,Heidelbaerg,Heidelbarg,Heidelberch,Heidelberg,Heidelberga,Heidelbergas,Heidelburg,Heidelbärg,Heidlbeag,Heidlberg,Hejdelbergo,Heydelberg,Heydelberq,Héydélbérg,Khajdel'berg,Khajdelberg,hai de bao,haidelbeleukeu,haidelbergi,haideruberuku,hayadelabarga,haydlbrg,haydlbrgh,hyydlbrg,Χαϊδελβέργη,Гайдельберг,Гейдельберг,Гейдэльберг,Хайделберг,Хайдельберг,Хајделберг,היידלבערג,היידלברג,هايدلبرغ,هایدلبرگ,ہائیڈلبرگ,हायडेलबर्ग,ჰაიდელბერგი,ハイデルベルク,海德堡,하이델베르크"
Paderborn,51.71905,8.75439,142161,"PAD,Padehrborn,Paderborn,Paderborna,Paderbornas,Paderbronna,Patterbuorn,Pāderborna,badrbwrn,pa de bo en,pa de xr bxrn,padaborun,padeoboleun,padrbwrn,Падерборн,Падэрборн,بادربورن,پادربورن,پیڈربورن,ปาเดอร์บอร์น,პადერბორნი,パーダーボルン,帕德博恩,파더보른"
Darmstadt,49.87167,8.65027,140385,"Darmshhat,Darmshtadi,Darmshtadt,Darmshtat,Darmstadium,Darmstadt,Darmstat,Darmstatas,Darmstate,Darmundestadt,Darmştat,Darmštatas,Darmštate,Ntarmstat,ZCS,da mu shi ta te,daleumsyutateu,darmastata,darmshtat,darumushutatto,drmstdt,Ντάρμστατ,Дармштадт,Дармштат,Дармщат,דרמשטדט,دارمشتات,ڈریمسٹڈ,डार्मश्टाट,დარმშტადტი,ダルムシュタット,达姆施塔特,다름슈타트"
Würzburg,49.79391,9.95121,133731,"Birtsmpournk,Herbipolis,Herbopolis,QWU,Vircburg,Vircburga,Virteburh [a. 704],Virtibriga,Viurcburgas,Vjurcburg,Vuirziburga [a. 779],Vyurcʻburg,Wiazburg,Wirciburc,Wirzaburg [a. 742],Wirziburg [a. 779],Wuerzboerj,Wuerzburg,Wurtzbourg,Wurtzburgo,Wurzburg,Wurzburgo,Wûrzburg,Würzburg,Würzbörj,bwileucheubuleukeu,fwrtsbwrgh,viurtsburgi,vuyurutsuburuku,wei er ci bao,weu xr sburk,wrzbrg,wwrtsbwrg,wyrzbwrg,Βίρτσμπουργκ,Вирцбург,Вюрцбург,Վյուրցբուրգ,וירצבורג,فورتسبورغ,ورزبرگ,وورتسبورگ,เวือร์ซบูร์ก,ვიურცბურგი,ヴュルツブルク,维尔茨堡,뷔르츠부르크"
Charlottenburg,52.51667,13.28333,129359,"Berlin-Charlottenburg,Charlottenburg,Sharlottenburg,sharlٹnbrg-wlmrzڈwrf,xia luo teng bao,Шарлоттенбург,شارلٹنبرگ-ولمرزڈورف,夏洛滕堡"
Regensburg,49.01513,12.10161,129151,"Ratisbon,Ratisbona,Ratisbonne,Ratyzbona,Regensboerj,Regensburg,Regensburga,Regensburgas,Regensburgo,Regensbörj,Regenzburg,Rehgensburg,Rengschburg,Renkensmpournk,Rezno,Rēgensburga,Rėgensburgas,Rězno,ZPM,legenseubuleukeu,lei gen si bao,regensburgi,regensuburuku,rgnsbwrg,ryghnsbwrgh,rygnzbrg,Řezno,Ρέγκενσμπουργκ,Регензбург,Регенсбург,Реґенсбурґ,Рэгенсбург,רגנסבורג,ريغنسبورغ,رگنسبورگ,ریگنزبرگ,რეგენსბურგი,レーゲンスブルク,雷根斯堡,레겐스부르크"
Wolfsburg,52.42452,10.7815,123064,"BWE,Vol'fsburg,Volfsburg,Volfsburgas,Volfsmpournk,Wolfsboerj,Wolfsbourg,Wolfsburg,Wolfsburgo,Wolfsbuurich,Wolfsbörj,Wulfsborg,bolpeuseubuleukeu,fwlfsbwrgh,volpsburgi,vuorufusuburuku,wlfzbrg,wo er fu si bao,wwlfsbwrg,wwlfzbwrg,wwlpsbwrg,Βόλφσμπουργκ,Волфсбург,Вольфсбург,Վոլֆսբուրգ,וולפסבורג,فولفسبورغ,ولفزبرگ,وولفزبورگ,وولفسبورگ,ვოლფსბურგი,ヴォルフスブルク,沃尔夫斯堡,볼프스부르크"
Schöneberg,52.49801,13.3443,122658,"Schoeneberg,Schöneberg"
Recklinghausen,51.61379,7.19738,122438,"Recklinghausen,Recklinghusium,Reklinghauzenas,Reklingkhauzen,Riaekelhusen,Riäkelhusen,ZPL,lei ke lin hao sen,lekeullinghaujen,rekkuringuhauzen,rklynghawzn,Реклингхаузен,Реклінгхаузен,رکلینگهاوزن,ریکلنگہاؤسن,რეკლინგჰაუზენი,レックリングハウゼン,雷克林豪森,레클링하우젠"
Göttingen,51.53443,9.93228,122149,"Choettingen,Chöttingen,G'otingen,Getingen,Getingenas,Getingene,Getynga,Gjottingen,Gjotyngen,Goettingen,Gotinga,Gottinga,Gottingen,Göttingen,Nketin'nken,ZEU,gatingen,ge ting gen,gettingen,ghwtynghn,goeting-gen,gtyngn,gwtyngn,gyotingana,keiththing ngein,Γκέτινγκεν,Гетинген,Гьотинген,Гёттинген,Гётынген,Ґетінґен,Գյոթինգեն,גטינגן,غوتينغن,گوتینگن,گوٹنگن,ग्यॉटिंगन,ಗಾಟಿಂಗೆನ್,เกิททิงเงิน,გეტინგენი,ゲッティンゲン,哥廷根,괴팅겐"
Heilbronn,49.13995,9.22054,120733,"Chailmpron,Gajl'bronn,Hailprunna,Hajlbrono,Heilbronas,Heilbronn,Heilbronn Neckar,Khajl'bronn,Khajlbron,hai er bu long,hailbeulon,hailbroni,hairuburon,haylbrwn,hyylbrwn,Χαϊλμπρόν,Гайльбронн,Хайлброн,Хайльбронн,Хајлброн,היילברון,هايلبرون,هایلبرون,ہیلبرون,ჰაილბრონი,ハイルブロン,海尔布隆,하일브론"
Ingolstadt,48.76508,11.42372,120658,"IGS,Ingol'shtadt,Ingolshhat,Ingolshtat,Ingolstadt,ingorushutatto,Инголштат,Инголщат,Ингольштадт,インゴルシュタット"
Ulm,48.39841,9.99155,120451,"Oulm,Owlm,QUL,Ul'm,Ulm,Ulma,Ulmas,alm,awlm,ulleum,ulma,ulmi,urumu,wu er mu,xulm,Ουλμ,Улм,Ульм,Ուլմ,אולם,أولم,الم,اولم,उल्म,উল্‌ম,อุล์ม,ულმი,ウルム,乌尔姆,울름"
Bottrop,51.52392,6.9285,119909,"Botrop,Botropas,Botropo,Bottrop,ZCJ,bo te luo pu,boteulopeu,botoroppu,bttrwp,Ботроп,Боттроп,بتتروپ,بوٹروپ,ბოტროპი,ボトロップ,博特罗普,보트로프"
Bergedorf,53.48462,10.22904,119665,"Bardoerp,Bardörp,Bergedorf,Bezirk Bergedorf,Distretto di Bergedorf,Hambourg-Bergedorf,Hamburg-Bergedorf,bei ge duo fu qu,brgdwrf,Бергедорф,برگدورف,贝格多夫区"
Pforzheim,48.88436,8.69892,119313,"Pforcheimas,Pforckhajm,Pfortschaim,Pforzheim,Phorca,Porta Hercyneae,bfwrtshaym,fwrtshaym,poleucheuhaim,pu fu er ci hai mu,puforutsuhaimu,Πφόρτσχαϊμ,Пфорцхайм,Пфорцхајм,بفورتسهايم,فورتسهایم,فورزہائم,პფორცჰაიმი,プフォルツハイム,普福尔茨海姆,포르츠하임"
Offenbach,50.10061,8.76647,119192,"Frankfurt-Offenbach,Offenbach,Offenbach am Main,Offenbakh,Оффенбах"
Friedrichshain,52.51559,13.45482,117829,"Berlin-Friedrichshain,Fridrikhskhajn,Friedrichshain,Verwaltungsbezirk Friedrichshain,fei te lie si hai yin,prydrykshyyn,Фридрихсхайн,פרידריכסהיין,فریڈرشہائین-کریوزبرگ,腓特烈斯海因"
Remscheid,51.17983,7.1925,117118,"Remsaint,Remsayd,Remscheid,Remseidas,Remshajd,Remşayd,Remšeidas,ZPN,lei mu sha yi de,lemsyaiteu,remshaidi,remushaito,rmshayd,rmsyyd,Ρέμσαϊντ,Ремшайд,Ремшајд,רמשייד,رمشايد,رمشاید,ریمشیڈ,რემშაიდი,レムシャイト,雷姆沙伊德,렘샤이트"
Bremerhaven,53.55357,8.57553,113557,"BRV,Bremergafen,Bremerhafenas,Bremerhafene,Bremerhaven,Bremerhoawen,Bremerhoben,Bremerhuuwen,Bremerkhafen,Brēmerhāfene,Brėmerhafenas,Kreisfreie Stadt Bremerhaven,Stadtgemeinde Bremerhaven,Wesermuende,Wesermunde,Wesermünde,beulemeohapen,bremerhaveni,brmrhafn,bu lai mei ha fen,buremahafen,Бремергафен,Бремерхафен,Брэмэрһаффен,برمرهافن,بریمرہیون,ბრემერჰავენი,ブレーマーハーフェン,不来梅哈芬,브레머하펜"
Nippes,50.96545,6.95314,113487,
Porz am Rhein,50.88637,7.0583,113415,"Koeln-Porz,Köln-Porz,Porz,Porz am Rhein"
Reutlingen,48.49144,9.20427,112627,"Rejtlingen,Reutlingen,Roitlingenas,Roitlinken,Rojtlingen,ZPP,loiteulling-gen,luo yi te lin gen,roitoringen,rwytlynghn,rwytlyngn,Ρόιτλιγκεν,Рейтлинген,Ройтлинген,Ройтлінген,Ројтлинген,רויטלינגן,رويتلينغن,روٹلنگن,ロイトリンゲン,罗伊特林根,로이틀링겐"
Fürth,49.47593,10.98856,112025,"Firt,Fiurtas,Fjurt,Fuerth,Fürth,fei er te,fuyuruto,fwrt,fwrth,pwileuteu,Фирт,Фюрт,פיורדא,فرتھ,فورت,فورث,ფიურტი,フュルト,菲尔特,퓌르트"
Marzahn,52.54525,13.56983,111508,"Berlin-Marzahn,Marzahn,marzaہn-ہylrzڈwrf,mrzʼn,מרצאן,مارزاہن-ہیلرزڈورف"
Rodenkirchen,50.89328,6.99481,110158,
Koblenz,50.35357,7.57883,107319,"Coblenca,Coblence,Coblentz,Coblenz,Coblenza,Coblença,Confluentes,Koblenc,Koblencas,Koblenci,Koblencja,Koblenco,Koblentza,Koblenz,Komplents,ZNV,ke bu lun ci,kobeullencheu,koburentsu,kwblns,kwblnts,kwblnz,qwblnz,Κόμπλεντς,Кобленц,קובלנץ,كوبلنس,کوبلنتس,کوبلنز,コブレンツ,科布倫茨,코블렌츠"
Siegen,50.87481,8.02431,107242,"SGE,Siegen,Zigen,jigen,Зиген,ジーゲン"
Bergisch Gladbach,50.9856,7.13298,106184,"Bergisch Gladbach,Bergish Gladbakh,Jlaebbisch,Jläbbisch,ZCG,Бергиш Гладбах"
Jena,50.92878,11.5899,104712,"Ena,Iena,Iéna,Jena,Jena (Thueringen),Jéna,Jēna,Jėna,ZJS,iena,jena,jyna,ye na,yena,yna,yyna,yynh,Ιένα,Єна,Іена,Јена,Йена,יינה,جینا,يينا,ینا,जेना,জেনা,იენა,イェーナ,耶拿,예나"
Gera,50.88029,12.08187,104659,"Gera,Gerapolis,Gėra,ZGA,ge la,gela,gera,gra,gyra,Гера,گرا,گیرا,ゲーラ,格拉,게라"
Salzgitter,52.15705,10.4154,103866,"Salzgitter,ZPU,Zal'cgitehr,Zal'cgitter,Zalcgiter,Zalcgiteris,jalcheugiteo,sa er ci ji te,zaltsghytr,zaltsgytr,zarutsugitta,Залцгитер,Зальцгиттер,Зальцгіттер,Зальцгітэр,زالتسغيتر,زالتسگیتر,سالزگٹر,ザルツギッター,薩爾茨吉特,잘츠기터"
Moers,51.45342,6.6326,103487,"M'ors,Mers,Mersas,Meurs,Mjors,Moers,Mors,Mörs,Mėrsas,ZON,meirs,mo er si,moeleuseu,mwrz,mwyrs,myrs,Мерс,Морс,Мьорс,Мёрс,مئرس,مورز,مويرس,เมิร์ส,默爾斯,뫼르스"
Hildesheim,52.15077,9.95112,103052,"Chilnteschaim,Gil'dehsgajm,Gil'desgajm,Hildesheim,Hildesheima,Hildesheimas,Hildesia,Hilmessen,Khil'deskhajm,Khildeskhajm,ZNO,hildeseuhaim,hirudesuhaimu,hyldshaym,hyldshyym,hylds‌haym,xi er de si hai mu,Χίλντεσχαϊμ,Гільдесгайм,Гільдэсгайм,Хилдесхайм,Хилдесхајм,Хильдесхайм,הילדסהיים,هيلدسهايم,هیلدس‌هایم,ہیلڈشیم,ヒルデスハイム,希尔德斯海姆,힐데스하임"
Erlangen,49.59099,11.00783,102675,"Ehrlangen,Erlanga,Erlangen,Erlangenas,Erlangene,Erlanken,ZCZ,ai er lan gen,ai er lang gen,arlangn,arlnjn,arlynjn,earangen,eleullang-gen,Έρλαγκεν,Ерланген,Эрланген,ארלנגן,ارلانگن,ارلنجن,ارلینجن,エアランゲン,埃尔朗根,埃爾蘭根,에를랑겐"
Mitte,52.52003,13.40489,102338,"Berlin-Mitte,Mite,Mitte"
Wilmersdorf,52.48333,13.31667,101877,"Vil'mersdorf,Wilmersdorf,wylmrsdrf,wylmrsdwrp,Вильмерсдорф,וילמרסדורף,ویلمرسدرف"
Witten,51.44362,7.35258,101247,"Vitehn,Viten,Vitenas,Vitten,Witten,ZQR,biten,fytn,vuitten,wei teng,wytn,Витен,Виттен,Віттен,Вітэн,فيتن,ویتن,ویٹن,ヴィッテン,维滕,비텐"
Trier,49.75565,6.63935,100129,"Augusta Treverorum,Treier,Trev,Trevere,Treveri,Treveris,Treves,Trevir,Treviri,Treviro,Trevèri,Trevír,Trewir,Trier,Trir,Trire,Triri,Tryr,Tryras,Trèveris,Trèves,Tréier,Tréveris,Trīre,ZQF,te li er,teulieo,the riyr,toria,tryr,Τρηρ,Трев,Трир,Трыр,Трір,טריר,ترير,تری‌یر,ٹریر,เทรียร์,ტრირი,ትሪር,トリーア,特里尔,트리어"
Zwickau,50.72724,12.48839,98796,"Cvikau,Cvikava,Cvikkau,Cygnea,Stadt Zwickau,Swikawa,Zwickau,atswkw,cheubikau,ci wei kao,tsfykaw,tsuvuikkau,tswykaw,Šwikawa,Цвикау,Цвиккау,Цвікау,צוויקאו,اتسوكو,تسفيكاو,تسویکاو,ツヴィッカウ,茨维考,츠비카우"
